group,element,private_creator,vr,vm,keyword,name,description,retired,vendors,sources
0019,xxBA,GEMS_DL_IMG_01,CS,1,AcquisitionRegion,Acquisition Region,Coded String to determine whether the acquisition is,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p71|ge_xr-mammo_allia-igs-2-br-en.pdf#p72|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p75|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p77|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p33|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p48|ge_xr-mammo_igs-with-autoright-br-en.pdf#p72|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p77|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p77|ge_xr-mammo_optima-igs-1-br-en.pdf#p72|ge_xr-mammo_optima-igs-2-br-en.pdf#p74|ge_xr-mammo_optima-igs-3-br-en.pdf#p72|ge_xr-mammo_optima-igs-4-br-en.pdf#p75|ge_xr-mammo_optima-igs-5-br-en.pdf#p77|ge_xr-mammo_optima-igs-6-br-en.pdf#p77
0019,xxBB,GEMS_DL_IMG_01,CS,1,AcquisitionSUBMode,Acquisition SUB mode,Coded String to determine whether the acquisition,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p71|ge_xr-mammo_allia-igs-2-br-en.pdf#p72|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p77|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p33|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p48|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p29|ge_xr-mammo_igs-with-autoright-br-en.pdf#p72|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p77|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p77|ge_xr-mammo_optima-igs-1-br-en.pdf#p72|ge_xr-mammo_optima-igs-2-br-en.pdf#p75|ge_xr-mammo_optima-igs-3-br-en.pdf#p72|ge_xr-mammo_optima-igs-4-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p77|ge_xr-mammo_optima-igs-6-br-en.pdf#p77
0019,xxBC,GEMS_DL_IMG_01,FL,1,TableCradleTiltAngleGEMSDLIMG01,>table cradle tilt angle GEMS_DL_IMG_01,Angle of the left-right axis of the table in degrees,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p70|ge_xr-mammo_allia-igs-2-br-en.pdf#p70|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p75|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p74|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p76|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p33|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p49|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p55|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p29|ge_xr-mammo_igs-with-autoright-br-en.pdf#p70|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p75|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p74|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p76|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p76|ge_xr-mammo_optima-igs-1-br-en.pdf#p70|ge_xr-mammo_optima-igs-2-br-en.pdf#p72|ge_xr-mammo_optima-igs-3-br-en.pdf#p70|ge_xr-mammo_optima-igs-4-br-en.pdf#p74|ge_xr-mammo_optima-igs-5-br-en.pdf#p76|ge_xr-mammo_optima-igs-6-br-en.pdf#p76
0019,xxBD,GEMS_DL_IMG_01,CS,1-N,TableRotationStatusVector,table rotation status vector,Status of the rotation of the table in the horizontal,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p72|ge_xr-mammo_allia-igs-2-br-en.pdf#p72|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p78|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p33|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p49|ge_xr-mammo_igs-with-autoright-br-en.pdf#p72|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p78|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p78|ge_xr-mammo_optima-igs-1-br-en.pdf#p72|ge_xr-mammo_optima-igs-2-br-en.pdf#p75|ge_xr-mammo_optima-igs-3-br-en.pdf#p73|ge_xr-mammo_optima-igs-4-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p78|ge_xr-mammo_optima-igs-6-br-en.pdf#p78
0019,xxBE,GEMS_DL_IMG_01,FL,1-N,SIDVector,SID vector,Distance in mm from source to detector center. This,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p70|ge_xr-mammo_allia-igs-2-br-en.pdf#p70|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p75|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p74|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p76|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p35|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p50|ge_xr-mammo_igs-with-autoright-br-en.pdf#p70|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p75|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p74|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p76|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p76|ge_xr-mammo_optima-igs-1-br-en.pdf#p70|ge_xr-mammo_optima-igs-2-br-en.pdf#p72|ge_xr-mammo_optima-igs-3-br-en.pdf#p70|ge_xr-mammo_optima-igs-4-br-en.pdf#p74|ge_xr-mammo_optima-igs-5-br-en.pdf#p76|ge_xr-mammo_optima-igs-6-br-en.pdf#p76
0019,xxC2,GEMS_DL_IMG_01,DS,1-N,PwActualVector,pw actual vector,Exposure conditions (pw). This is a multi-valued,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p72|ge_xr-mammo_allia-igs-2-br-en.pdf#p72|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p78|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p30|ge_xr-mammo_igs-with-autoright-br-en.pdf#p72|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p77|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p78|ge_xr-mammo_optima-igs-1-br-en.pdf#p72|ge_xr-mammo_optima-igs-2-br-en.pdf#p75|ge_xr-mammo_optima-igs-3-br-en.pdf#p72|ge_xr-mammo_optima-igs-4-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p78|ge_xr-mammo_optima-igs-6-br-en.pdf#p77|ge_xr-mammo_ucts-interoperability-dicom-xray-gehc-dicom-conformance_innova3dxr1-x_5342650-100_rev1.pdf#p27
0019,xxC3,GEMS_DL_IMG_01,FL,1-N,TableRotationAngleIncrement,table rotation angle increment,Incremental change in the rotation of the table in,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p72|ge_xr-mammo_allia-igs-2-br-en.pdf#p73|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p78|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p33|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p49|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_igs-with-autoright-br-en.pdf#p73|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p78|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p78|ge_xr-mammo_optima-igs-1-br-en.pdf#p73|ge_xr-mammo_optima-igs-2-br-en.pdf#p75|ge_xr-mammo_optima-igs-3-br-en.pdf#p73|ge_xr-mammo_optima-igs-4-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p78|ge_xr-mammo_optima-igs-6-br-en.pdf#p78
0019,xxC4,GEMS_DL_IMG_01,IS,1,SpectralFilterThickness,Spectral filter thickness,Thickness of the spectral filter applied to opti-,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p75|ge_xr-mammo_allia-igs-2-br-en.pdf#p75|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p80|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p78|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p80|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p30|ge_xr-mammo_igs-with-autoright-br-en.pdf#p75|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p80|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p79|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p80|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p80|ge_xr-mammo_optima-igs-1-br-en.pdf#p75|ge_xr-mammo_optima-igs-2-br-en.pdf#p78|ge_xr-mammo_optima-igs-3-br-en.pdf#p76|ge_xr-mammo_optima-igs-4-br-en.pdf#p78|ge_xr-mammo_optima-igs-5-br-en.pdf#p80
0019,xxC5,GEMS_DL_IMG_01,FL,1,PreselectedPivotRotationSpeed,preselected pivot rotation speed,"Speed of the pivot rotation, in degrees per sec-",N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p72|ge_xr-mammo_allia-igs-2-br-en.pdf#p72|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p78|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p29|ge_xr-mammo_igs-with-autoright-br-en.pdf#p72|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p78|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p78|ge_xr-mammo_optima-igs-1-br-en.pdf#p72|ge_xr-mammo_optima-igs-2-br-en.pdf#p75|ge_xr-mammo_optima-igs-3-br-en.pdf#p72|ge_xr-mammo_optima-igs-4-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p78|ge_xr-mammo_optima-igs-6-br-en.pdf#p78|ge_xr-mammo_ucts-interoperability-dicom-xray-gehc-dicom-conformance_innova3dxr1-x_5342650-100_rev1.pdf#p27
0019,xxC6,GEMS_DL_IMG_01,CS,1,AcquisitionRegionDetail,Acquisition Region Detail,Copied to derived instances without change,N,ge,ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p30
0019,xxC7,GEMS_DL_IMG_01,CS,1,PatientPositionPerImage,Patient position per image,Patient position descriptor relative to the equip-,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p68|ge_xr-mammo_allia-igs-2-br-en.pdf#p69|ge_xr-mammo_cardiovascular-imaging-system1-br-en.pdf#p70|ge_xr-mammo_cardiovascular-imaging-system2-br-en.pdf#p70|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p73|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p73|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p75|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p32|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p48|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p26|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p29|ge_xr-mammo_igs-with-autoright-br-en.pdf#p69|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p73|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p73|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p75|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p75|ge_xr-mammo_optima-igs-1-br-en.pdf#p69|ge_xr-mammo_optima-igs-2-br-en.pdf#p71|ge_xr-mammo_optima-igs-3-br-en.pdf#p69|ge_xr-mammo_optima-igs-4-br-en.pdf#p73|ge_xr-mammo_optima-igs-5-br-en.pdf#p75|ge_xr-mammo_optima-igs-6-br-en.pdf#p75|ge_xr-mammo_ucts-interoperability-dicom-xray-gehc-dicom-conformance_innova3dxr1-x_5342650-100_rev1.pdf#p26
0019,xxC8,GEMS_DL_IMG_01,CS,1,3DStructureOfInterest,3D structure of interest,Value shall be one of the following,N,ge,ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p80|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p80|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p29|ge_xr-mammo_igs-with-autoright-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p80|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p79|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p80|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p80|ge_xr-mammo_optima-igs-1-br-en.pdf#p76|ge_xr-mammo_optima-igs-3-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p80|ge_xr-mammo_ucts-interoperability-dicom-xray-gehc-dicom-conformance_innova3dxr1-x_5342650-100_rev1.pdf#p27
0019,xxC9,GEMS_DL_IMG_01,CS,1,3DCalibrationOutOfDateFlag,3D calibration out of date flag,Value shall be one of the following,N,ge,ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p80|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p80|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p30|ge_xr-mammo_igs-with-autoright-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p80|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p79|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p80|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p80|ge_xr-mammo_optima-igs-1-br-en.pdf#p76|ge_xr-mammo_optima-igs-3-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p80|ge_xr-mammo_ucts-interoperability-dicom-xray-gehc-dicom-conformance_innova3dxr1-x_5342650-100_rev1.pdf#p27
0019,xxCA,GEMS_DL_IMG_01,IS,1,3DspinExpectedNumberOfFrames,3D spin expected number of frames,Copied to derived instances without change,N,ge,ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p81|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p30|ge_xr-mammo_igs-with-autoright-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p81|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p79|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p80|ge_xr-mammo_optima-igs-1-br-en.pdf#p76|ge_xr-mammo_optima-igs-3-br-en.pdf#p76
0019,xxD4,GEMS_DL_IMG_01,FL,1,DetectionGainValue,Detection gain value,Value in nGy/counts computed at start of ac-,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p72|ge_xr-mammo_allia-igs-2-br-en.pdf#p72|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p78|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p30|ge_xr-mammo_igs-with-autoright-br-en.pdf#p72|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p78|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p78|ge_xr-mammo_optima-igs-1-br-en.pdf#p72|ge_xr-mammo_optima-igs-2-br-en.pdf#p75|ge_xr-mammo_optima-igs-3-br-en.pdf#p72|ge_xr-mammo_optima-igs-4-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p78|ge_xr-mammo_optima-igs-6-br-en.pdf#p78
0019,xxD5,GEMS_DL_IMG_01,FL,1,MRMAsCalibrationValue,mR mAs calibration value,The value of the mR/mAs calibration [no units].,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p72|ge_xr-mammo_allia-igs-2-br-en.pdf#p72|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p78|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p30|ge_xr-mammo_igs-with-autoright-br-en.pdf#p72|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p78|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p78|ge_xr-mammo_optima-igs-1-br-en.pdf#p72|ge_xr-mammo_optima-igs-2-br-en.pdf#p75|ge_xr-mammo_optima-igs-3-br-en.pdf#p72|ge_xr-mammo_optima-igs-4-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p78|ge_xr-mammo_optima-igs-6-br-en.pdf#p78
0019,xxD7,GEMS_DL_IMG_01,FL,1-N,TableXPositionToIsocenterIncrement,Table X Position to Isocenter increment,Incremental change in X position of the Table,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p72|ge_xr-mammo_allia-igs-2-br-en.pdf#p73|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p78|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p34|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p50|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p30|ge_xr-mammo_igs-with-autoright-br-en.pdf#p73|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p78|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p78|ge_xr-mammo_optima-igs-1-br-en.pdf#p73|ge_xr-mammo_optima-igs-2-br-en.pdf#p75|ge_xr-mammo_optima-igs-3-br-en.pdf#p73|ge_xr-mammo_optima-igs-4-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p78|ge_xr-mammo_optima-igs-6-br-en.pdf#p78
0019,xxD8,GEMS_DL_IMG_01,FL,1-N,TableYPositionToIsocenterIncrement,Table Y Position to Isocenter increment,Incremental change in Y position of the Table,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p72|ge_xr-mammo_allia-igs-2-br-en.pdf#p73|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p78|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p34|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p50|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p30|ge_xr-mammo_igs-with-autoright-br-en.pdf#p73|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p76|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p78|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p78|ge_xr-mammo_optima-igs-1-br-en.pdf#p73|ge_xr-mammo_optima-igs-2-br-en.pdf#p75|ge_xr-mammo_optima-igs-3-br-en.pdf#p73|ge_xr-mammo_optima-igs-4-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p78|ge_xr-mammo_optima-igs-6-br-en.pdf#p78
0019,xxD9,GEMS_DL_IMG_01,FL,1-N,TableZPositionToIsocenterIncrement,Table Z Position to Isocenter increment,Incremental change in Z position of the Table,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p72|ge_xr-mammo_allia-igs-2-br-en.pdf#p73|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p78|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p76|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p78|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p34|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p50|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p31|ge_xr-mammo_igs-with-autoright-br-en.pdf#p73|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p78|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p78|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p78|ge_xr-mammo_optima-igs-1-br-en.pdf#p73|ge_xr-mammo_optima-igs-2-br-en.pdf#p76|ge_xr-mammo_optima-igs-3-br-en.pdf#p73|ge_xr-mammo_optima-igs-4-br-en.pdf#p76|ge_xr-mammo_optima-igs-5-br-en.pdf#p78|ge_xr-mammo_optima-igs-6-br-en.pdf#p78
0019,xxDA,GEMS_DL_IMG_01,FL,1-N,TableHeadTiltAngleIncrement,Table Head Tilt Angle increment,Incremental change in the angle of the headfeet axis,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p73|ge_xr-mammo_allia-igs-2-br-en.pdf#p73|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p78|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p78|ge_xr-mammo_gech-dicom-conformance-rev1-br-en.pdf#p34|ge_xr-mammo_gech-dicom-conformance-rev4-br-en.pdf#p50|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p31|ge_xr-mammo_igs-with-autoright-br-en.pdf#p73|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p78|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p78|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p78|ge_xr-mammo_optima-igs-1-br-en.pdf#p73|ge_xr-mammo_optima-igs-2-br-en.pdf#p76|ge_xr-mammo_optima-igs-3-br-en.pdf#p73|ge_xr-mammo_optima-igs-4-br-en.pdf#p77|ge_xr-mammo_optima-igs-5-br-en.pdf#p78|ge_xr-mammo_optima-igs-6-br-en.pdf#p78
0019,xxDB,GEMS_DL_IMG_01,FL,1-N,TableCradleTiltAngleVector,Table Cradle Tilt Angle vector,Vector of increments per frame relative to the,N,ge,ge_xr-mammo_allia-igs-1-br-en.pdf#p73|ge_xr-mammo_allia-igs-2-br-en.pdf#p73|ge_xr-mammo_discovery-IGS-730-740-1-br-en.pdf#p78|ge_xr-mammo_discovery-IGS-730-740-2-br-en.pdf#p77|ge_xr-mammo_discovery-IGS-730-740-3-br-en.pdf#p79|ge_xr-mammo_gech-dicom-conformance-rev5-br-en.pdf#p27|ge_xr-mammo_gech-dicom-conformance-rev6-br-en.pdf#p31|ge_xr-mammo_igs-with-autoright-br-en.pdf#p73|ge_xr-mammo_innova-igs-620-630-1-br-en.pdf#p78|ge_xr-mammo_innova-igs-620-630-2-br-en.pdf#p77|ge_xr-mammo_innova-igs-620-630-3-br-en.pdf#p78|ge_xr-mammo_operability-dicom-xray-gehc-dicom-conformance_innovaigs-520-530-540_5451887-2-8en_rev2.pdf#p79|ge_xr-mammo_optima-igs-1-br-en.pdf#p73|ge_xr-mammo_optima-igs-2-br-en.pdf#p76|ge_xr-mammo_optima-igs-3-br-en.pdf#p73|ge_xr-mammo_optima-igs-4-br-en.pdf#p77|ge_xr-mammo_optima-igs-5-br-en.pdf#p79|ge_xr-mammo_optima-igs-6-br-en.pdf#p78
