group,element,private_creator,vr,vm,keyword,name,description,retired,vendors,sources
0008,2229,,SQ,1,AnatomicStructureSpaceOrRegionSequence,"Anatomic Structure, Space or Region Sequence",,Y,standard,PS3.6
0008,2230,,SQ,1,PrimaryAnatomicStructureModifierSequence,Primary Anatomic Structure Modifier Sequence,,N,standard,PS3.6
0008,2240,,SQ,1,TransducerPositionSequence,Transducer Position Sequence,,Y,standard,PS3.6
0008,2242,,SQ,1,TransducerPositionModifierSequence,Transducer Position Modifier Sequence,,Y,standard,PS3.6
0008,2244,,SQ,1,TransducerOrientationSequence,Transducer Orientation Sequence,,Y,standard,PS3.6
0008,2246,,SQ,1,TransducerOrientationModifierSequence,Transducer Orientation Modifier Sequence,,Y,standard,PS3.6
0008,2251,,SQ,1,AnatomicStructureSpaceOrRegionCodeSequenceTrial,Anatomic Structure Space Or Region Code Sequence (Trial),,Y,standard,PS3.6
0008,2253,,SQ,1,AnatomicPortalOfEntranceCodeSequenceTrial,Anatomic Portal Of Entrance Code Sequence (Trial),,Y,standard,PS3.6
0008,2255,,SQ,1,AnatomicApproachDirectionCodeSequenceTrial,Anatomic Approach Direction Code Sequence (Trial),,Y,standard,PS3.6
0008,2256,,ST,1,AnatomicPerspectiveDescriptionTrial,Anatomic Perspective Description (Trial),,Y,standard,PS3.6
0008,2257,,SQ,1,AnatomicPerspectiveCodeSequenceTrial,Anatomic Perspective Code Sequence (Trial),,Y,standard,PS3.6
0008,2258,,ST,1,AnatomicLocationOfExaminingInstrumentDescriptionTrial,Anatomic Location Of Examining Instrument Description (Trial),,Y,standard,PS3.6
0008,2259,,SQ,1,AnatomicLocationOfExaminingInstrumentCodeSequenceTrial,Anatomic Location Of Examining Instrument Code Sequence (Trial),,Y,standard,PS3.6
0008,225A,,SQ,1,AnatomicStructureSpaceOrRegionModifierCodeSequenceTrial,Anatomic Structure Space Or Region Modifier Code Sequence (Trial),,Y,standard,PS3.6
0008,225C,,SQ,1,OnAxisBackgroundAnatomicStructureCodeSequenceTrial,On Axis Background Anatomic Structure Code Sequence (Trial),,Y,standard,PS3.6
0008,3001,,SQ,1,AlternateRepresentationSequence,Alternate Representation Sequence,,N,standard,PS3.6
0008,3002,,UI,1-n,AvailableTransferSyntaxUID,Available Transfer Syntax UID,,N,standard,PS3.6
0008,3010,,UI,1-n,IrradiationEventUID,Irradiation Event UID,,N,standard,PS3.6
0008,3011,,SQ,1,SourceIrradiationEventSequence,Source Irradiation Event Sequence,,N,standard,PS3.6
0008,3012,,UI,1,RadiopharmaceuticalAdministrationEventUID,Radiopharmaceutical Administration Event UID,,N,standard,PS3.6
0008,4000,,LT,1,IdentifyingComments,Identifying Comments,,Y,standard,PS3.6
0008,9007,,CS,4-5,FrameType,Frame Type,,N,standard,PS3.6
0008,9092,,SQ,1,ReferencedImageEvidenceSequence,Referenced Image Evidence Sequence,,N,standard,PS3.6
0008,9121,,SQ,1,ReferencedRawDataSequence,Referenced Raw Data Sequence,,N,standard,PS3.6
0008,9123,,UI,1,CreatorVersionUID,Creator-Version UID,,N,standard,PS3.6
0008,9124,,SQ,1,DerivationImageSequence,Derivation Image Sequence,,N,standard,PS3.6
0008,9154,,SQ,1,SourceImageEvidenceSequence,Source Image Evidence Sequence,,N,standard,PS3.6
0008,9205,,CS,1,PixelPresentation,Pixel Presentation,,N,standard,PS3.6
0008,9206,,CS,1,VolumetricProperties,Volumetric Properties,,N,standard,PS3.6
0008,9207,,CS,1,VolumeBasedCalculationTechnique,Volume Based Calculation Technique,,N,standard,PS3.6
0008,9208,,CS,1,ComplexImageComponent,Complex Image Component,,N,standard,PS3.6
0008,9209,,CS,1,AcquisitionContrast,Acquisition Contrast,,N,standard,PS3.6
0008,9215,,SQ,1,DerivationCodeSequence,Derivation Code Sequence,,N,standard,PS3.6
0008,9237,,SQ,1,ReferencedPresentationStateSequence,Referenced Presentation State Sequence,,N,standard,PS3.6
0008,9410,,SQ,1,ReferencedOtherPlaneSequence,Referenced Other Plane Sequence,,N,standard,PS3.6
0008,9458,,SQ,1,FrameDisplaySequence,Frame Display Sequence,,N,standard,PS3.6
0008,9459,,FL,1,RecommendedDisplayFrameRateInFloat,Recommended Display Frame Rate in Float,,N,standard,PS3.6
0008,9460,,CS,1,SkipFrameRangeFlag,Skip Frame Range Flag,,N,standard,PS3.6
0009,xx00,,AE,1,0009SIEMENSSYNGOINSTANCESyngoIndexSourceAETitle,"(0009,SIEMENS SYNGO INSTANCE syngo Index Source AE Title","Start location of file specified by Ref. File ID. (0004,1500). Specified as a number of bytes from the beginning of the medium.",N,philips|siemens,DCS_MR_XA50.pdf#p124|philips_interventional-xr_CD-Medical_Recorder_for_DCI_e545a688f772435b9903ae46014383b1.pdf#p12|philips_interventional-xr_CD-Medical_Recorder_for_Integris_H_41dbbeb329344fdfa62fae4601438f03.pdf#p12|philips_interventional-xr_DICOM_CD-Medical_Recorder_for_DCI_systems_CDM_3300_R11_October_1996_0bcce64843cc40fa9875ae4601437d6b.pdf#p11|philips_interventional-xr_DICOM_CD-Medical_Recorder_for_Integris_H_CDM_3300_R11_October_1996_db574e966aa24a13b7e9ae4601438960.pdf#p11|philips_pacs_Inturis_Online_R12_October_1998_afef7a10f54546eaa890ae45011a00db.pdf#p13|philips_workstations_CD-Medical_View_Station_CDM_3500_Release_11_October_1996_b25a9cd9994e4fe28535ae4601439b02.pdf#p12|philips_workstations_CD-Medical_View_Station_CDM_3500_Release_12_April_1997_749906424fe14c3c9125ae460143a0bd.pdf#p12|philips_workstations_Medical_view_stations_4166acce09b84135b822ae46014394fb.pdf#p12
0009,xx01,,UN,1,FileSize,File Size,"Size of file specified by Ref. File ID. (0004,1500). Specified as a number of bytes. Required if File Location is present.",N,philips,philips_interventional-xr_CD-Medical_Recorder_for_DCI_e545a688f772435b9903ae46014383b1.pdf#p12|philips_interventional-xr_CD-Medical_Recorder_for_Integris_H_41dbbeb329344fdfa62fae4601438f03.pdf#p12|philips_interventional-xr_DICOM_CD-Medical_Recorder_for_DCI_systems_CDM_3300_R11_October_1996_0bcce64843cc40fa9875ae4601437d6b.pdf#p11|philips_interventional-xr_DICOM_CD-Medical_Recorder_for_Integris_H_CDM_3300_R11_October_1996_db574e966aa24a13b7e9ae4601438960.pdf#p11|philips_pacs_Inturis_Online_R12_October_1998_afef7a10f54546eaa890ae45011a00db.pdf#p13|philips_workstations_CD-Medical_View_Station_CDM_3500_Release_11_October_1996_b25a9cd9994e4fe28535ae4601439b02.pdf#p12|philips_workstations_CD-Medical_View_Station_CDM_3500_Release_12_April_1997_749906424fe14c3c9125ae460143a0bd.pdf#p12|philips_workstations_Medical_view_stations_4166acce09b84135b822ae46014394fb.pdf#p12
0009,xx40,,UN,1,AlternateImageSequence,Alternate Image Sequence,Identifies the derived lossy compressed image. This Attribute is only present in lossless compressed images.,N,philips,philips_interventional-xr_CD-Medical_Recorder_for_DCI_e545a688f772435b9903ae46014383b1.pdf#p12|philips_interventional-xr_CD-Medical_Recorder_for_DCI_e545a688f772435b9903ae46014383b1.pdf#p13|philips_interventional-xr_CD-Medical_Recorder_for_Integris_H_41dbbeb329344fdfa62fae4601438f03.pdf#p12|philips_interventional-xr_CD-Medical_Recorder_for_Integris_H_41dbbeb329344fdfa62fae4601438f03.pdf#p13|philips_interventional-xr_DICOM_CD-Medical_Recorder_for_DCI_systems_CDM_3300_R11_October_1996_0bcce64843cc40fa9875ae4601437d6b.pdf#p11|philips_interventional-xr_DICOM_CD-Medical_Recorder_for_DCI_systems_CDM_3300_R11_October_1996_0bcce64843cc40fa9875ae4601437d6b.pdf#p12|philips_interventional-xr_DICOM_CD-Medical_Recorder_for_Integris_H_CDM_3300_R11_October_1996_db574e966aa24a13b7e9ae4601438960.pdf#p11|philips_interventional-xr_DICOM_CD-Medical_Recorder_for_Integris_H_CDM_3300_R11_October_1996_db574e966aa24a13b7e9ae4601438960.pdf#p12|philips_pacs_Inturis_Online_R12_October_1998_afef7a10f54546eaa890ae45011a00db.pdf#p13|philips_pacs_Inturis_Online_R12_October_1998_afef7a10f54546eaa890ae45011a00db.pdf#p14
0010,0010,,PN,1,PatientName,Patient's Name,,N,standard,PS3.6
0010,0020,,LO,1,PatientID,Patient ID,,N,standard,PS3.6
0010,0021,,LO,1,IssuerOfPatientID,Issuer of Patient ID,,N,standard,PS3.6
0010,0022,,CS,1,TypeOfPatientID,Type of Patient ID,,N,standard,PS3.6
0010,0024,,SQ,1,IssuerOfPatientIDQualifiersSequence,Issuer of Patient ID Qualifiers Sequence,,N,standard,PS3.6
0010,0026,,SQ,1,SourcePatientGroupIdentificationSequence,Source Patient Group Identification Sequence,,N,standard,PS3.6
0010,0027,,SQ,1,GroupOfPatientsIdentificationSequence,Group of Patients Identification Sequence,,N,standard,PS3.6
0010,0028,,US,3,SubjectRelativePositionInImage,Subject Relative Position in Image,,N,standard,PS3.6
0010,0030,,DA,1,PatientBirthDate,Patient's Birth Date,,N,standard,PS3.6
0010,0032,,TM,1,PatientBirthTime,Patient's Birth Time,,N,standard,PS3.6
0010,0033,,LO,1,PatientBirthDateInAlternativeCalendar,Patient's Birth Date in Alternative Calendar,,N,standard,PS3.6
0010,0034,,LO,1,PatientDeathDateInAlternativeCalendar,Patient's Death Date in Alternative Calendar,,N,standard,PS3.6
0010,0035,,CS,1,PatientAlternativeCalendar,Patient's Alternative Calendar,,N,standard,PS3.6
0010,0040,,CS,1,PatientSex,Patient's Sex,,N,standard,PS3.6
0010,0050,,SQ,1,PatientInsurancePlanCodeSequence,Patient's Insurance Plan Code Sequence,,N,standard,PS3.6
0010,0101,,SQ,1,PatientPrimaryLanguageCodeSequence,Patient's Primary Language Code Sequence,,N,standard,PS3.6
0010,0102,,SQ,1,PatientPrimaryLanguageModifierCodeSequence,Patient's Primary Language Modifier Code Sequence,,N,standard,PS3.6
0010,0200,,CS,1,QualityControlSubject,Quality Control Subject,,N,standard,PS3.6
0010,0201,,SQ,1,QualityControlSubjectTypeCodeSequence,Quality Control Subject Type Code Sequence,,N,standard,PS3.6
0010,0212,,UC,1,StrainDescription,Strain Description,,N,standard,PS3.6
0010,0213,,LO,1,StrainNomenclature,Strain Nomenclature,,N,standard,PS3.6
0010,0214,,LO,1,StrainStockNumber,Strain Stock Number,,N,standard,PS3.6
0010,0215,,SQ,1,StrainSourceRegistryCodeSequence,Strain Source Registry Code Sequence,,N,standard,PS3.6
0010,0216,,SQ,1,StrainStockSequence,Strain Stock Sequence,,N,standard,PS3.6
0010,0217,,LO,1,StrainSource,Strain Source,,N,standard,PS3.6
0010,0218,,UT,1,StrainAdditionalInformation,Strain Additional Information,,N,standard,PS3.6
0010,0219,,SQ,1,StrainCodeSequence,Strain Code Sequence,,N,standard,PS3.6
0010,0221,,SQ,1,GeneticModificationsSequence,Genetic Modifications Sequence,,N,standard,PS3.6
0010,0222,,UC,1,GeneticModificationsDescription,Genetic Modifications Description,,N,standard,PS3.6
0010,0223,,LO,1,GeneticModificationsNomenclature,Genetic Modifications Nomenclature,,N,standard,PS3.6
0010,0229,,SQ,1,GeneticModificationsCodeSequence,Genetic Modifications Code Sequence,,N,standard,PS3.6
0010,1000,,LO,1-n,OtherPatientIDs,Other Patient IDs,,Y,standard,PS3.6
0010,1001,,PN,1-n,OtherPatientNames,Other Patient Names,,N,standard,PS3.6
0010,1002,,SQ,1,OtherPatientIDsSequence,Other Patient IDs Sequence,,N,standard,PS3.6
0010,1005,,PN,1,PatientBirthName,Patient's Birth Name,,N,standard,PS3.6
0010,1010,,AS,1,PatientAge,Patient's Age,,N,standard,PS3.6
0010,1020,,DS,1,PatientSize,Patient's Size,,N,standard,PS3.6
0010,1021,,SQ,1,PatientSizeCodeSequence,Patient's Size Code Sequence,,N,standard,PS3.6
0010,1022,,DS,1,PatientBodyMassIndex,Patient's Body Mass Index,,N,standard,PS3.6
0010,1023,,DS,1,MeasuredAPDimension,Measured AP Dimension,,N,standard,PS3.6
0010,1024,,DS,1,MeasuredLateralDimension,Measured Lateral Dimension,,N,standard,PS3.6
0010,1030,,DS,1,PatientWeight,Patient's Weight,,N,standard,PS3.6
0010,1040,,LO,1,PatientAddress,Patient's Address,,N,standard,PS3.6
0010,1050,,LO,1-n,InsurancePlanIdentification,Insurance Plan Identification,,Y,standard,PS3.6
0010,1060,,PN,1,PatientMotherBirthName,Patient's Mother's Birth Name,,N,standard,PS3.6
0010,1080,,LO,1,MilitaryRank,Military Rank,,N,standard,PS3.6
0010,1081,,LO,1,BranchOfService,Branch of Service,,N,standard,PS3.6
0010,1090,,LO,1,MedicalRecordLocator,Medical Record Locator,,Y,standard,PS3.6
0010,1100,,SQ,1,ReferencedPatientPhotoSequence,Referenced Patient Photo Sequence,,N,standard,PS3.6
0010,2000,,LO,1-n,MedicalAlerts,Medical Alerts,,N,standard,PS3.6
0010,2110,,LO,1-n,Allergies,Allergies,,N,standard,PS3.6
0010,2150,,LO,1,CountryOfResidence,Country of Residence,,N,standard,PS3.6
0010,2152,,LO,1,RegionOfResidence,Region of Residence,,N,standard,PS3.6
0010,2154,,SH,1-n,PatientTelephoneNumbers,Patient's Telephone Numbers,,N,standard,PS3.6
0010,2155,,LT,1,PatientTelecomInformation,Patient's Telecom Information,,N,standard,PS3.6
0010,2160,,SH,1,EthnicGroup,Ethnic Group,,N,standard,PS3.6
0010,2180,,SH,1,Occupation,Occupation,,N,standard,PS3.6
0010,21A0,,CS,1,SmokingStatus,Smoking Status,,N,standard,PS3.6
0010,21B0,,LT,1,AdditionalPatientHistory,Additional Patient History,,N,standard,PS3.6
0010,21C0,,US,1,PregnancyStatus,Pregnancy Status,,N,standard,PS3.6
0010,21D0,,DA,1,LastMenstrualDate,Last Menstrual Date,,N,standard,PS3.6
0010,21F0,,LO,1,PatientReligiousPreference,Patient's Religious Preference,,N,standard,PS3.6
0010,2201,,LO,1,PatientSpeciesDescription,Patient Species Description,,N,standard,PS3.6
0010,2202,,SQ,1,PatientSpeciesCodeSequence,Patient Species Code Sequence,,N,standard,PS3.6
0010,2203,,CS,1,PatientSexNeutered,Patient's Sex Neutered,,N,standard,PS3.6
0010,2210,,CS,1,AnatomicalOrientationType,Anatomical Orientation Type,,N,standard,PS3.6
0010,2292,,LO,1,PatientBreedDescription,Patient Breed Description,,N,standard,PS3.6
0010,2293,,SQ,1,PatientBreedCodeSequence,Patient Breed Code Sequence,,N,standard,PS3.6
0010,2294,,SQ,1,BreedRegistrationSequence,Breed Registration Sequence,,N,standard,PS3.6
0010,2295,,LO,1,BreedRegistrationNumber,Breed Registration Number,,N,standard,PS3.6
0010,2296,,SQ,1,BreedRegistryCodeSequence,Breed Registry Code Sequence,,N,standard,PS3.6
0010,2297,,PN,1,ResponsiblePerson,Responsible Person,,N,standard,PS3.6
0010,2298,,CS,1,ResponsiblePersonRole,Responsible Person Role,,N,standard,PS3.6
0010,2299,,LO,1,ResponsibleOrganization,Responsible Organization,,N,standard,PS3.6
0010,4000,,LT,1,PatientComments,Patient Comments,,N,standard,PS3.6
0010,9431,,FL,1,ExaminedBodyThickness,Examined Body Thickness,,N,standard,PS3.6
0012,0010,,LO,1,ClinicalTrialSponsorName,Clinical Trial Sponsor Name,,N,standard,PS3.6
0012,0020,,LO,1,ClinicalTrialProtocolID,Clinical Trial Protocol ID,,N,standard,PS3.6
0012,0021,,LO,1,ClinicalTrialProtocolName,Clinical Trial Protocol Name,,N,standard,PS3.6
0012,0022,,LO,1,IssuerOfClinicalTrialProtocolID,Issuer of Clinical Trial Protocol ID,,N,standard,PS3.6
0012,0023,,SQ,1,OtherClinicalTrialProtocolIDsSequence,Other Clinical Trial Protocol IDs Sequence,,N,standard,PS3.6
0012,0030,,LO,1,ClinicalTrialSiteID,Clinical Trial Site ID,,N,standard,PS3.6
0012,0031,,LO,1,ClinicalTrialSiteName,Clinical Trial Site Name,,N,standard,PS3.6
0012,0032,,LO,1,IssuerOfClinicalTrialSiteID,Issuer of Clinical Trial Site ID,,N,standard,PS3.6
0012,0040,,LO,1,ClinicalTrialSubjectID,Clinical Trial Subject ID,,N,standard,PS3.6
0012,0041,,LO,1,IssuerOfClinicalTrialSubjectID,Issuer of Clinical Trial Subject ID,,N,standard,PS3.6
0012,0042,,LO,1,ClinicalTrialSubjectReadingID,Clinical Trial Subject Reading ID,,N,standard,PS3.6
0012,0043,,LO,1,IssuerOfClinicalTrialSubjectReadingID,Issuer of Clinical Trial Subject Reading ID,,N,standard,PS3.6
0012,0050,,LO,1,ClinicalTrialTimePointID,Clinical Trial Time Point ID,,N,standard,PS3.6
0012,0051,,ST,1,ClinicalTrialTimePointDescription,Clinical Trial Time Point Description,,N,standard,PS3.6
0012,0052,,FD,1,LongitudinalTemporalOffsetFromEvent,Longitudinal Temporal Offset from Event,,N,standard,PS3.6
0012,0053,,CS,1,LongitudinalTemporalEventType,Longitudinal Temporal Event Type,,N,standard,PS3.6
0012,0054,,SQ,1,ClinicalTrialTimePointTypeCodeSequence,Clinical Trial Time Point Type Code Sequence,,N,standard,PS3.6
0012,0055,,LO,1,IssuerOfClinicalTrialTimePointID,Issuer of Clinical Trial Time Point ID,,N,standard,PS3.6
0012,0060,,LO,1,ClinicalTrialCoordinatingCenterName,Clinical Trial Coordinating Center Name,,N,standard,PS3.6
0012,0062,,CS,1,PatientIdentityRemoved,Patient Identity Removed,,N,standard,PS3.6
0012,0063,,LO,1-n,DeidentificationMethod,De-identification Method,,N,standard,PS3.6
0012,0064,,SQ,1,DeidentificationMethodCodeSequence,De-identification Method Code Sequence,,N,standard,PS3.6
0012,0071,,LO,1,ClinicalTrialSeriesID,Clinical Trial Series ID,,N,standard,PS3.6
0012,0072,,LO,1,ClinicalTrialSeriesDescription,Clinical Trial Series Description,,N,standard,PS3.6
0012,0073,,LO,1,IssuerOfClinicalTrialSeriesID,Issuer of Clinical Trial Series ID,,N,standard,PS3.6
0012,0081,,LO,1,ClinicalTrialProtocolEthicsCommitteeName,Clinical Trial Protocol Ethics Committee Name,,N,standard,PS3.6
0012,0082,,LO,1,ClinicalTrialProtocolEthicsCommitteeApprovalNumber,Clinical Trial Protocol Ethics Committee Approval Number,,N,standard,PS3.6
0012,0083,,SQ,1,ConsentForClinicalTrialUseSequence,Consent for Clinical Trial Use Sequence,,N,standard,PS3.6
0012,0084,,CS,1,DistributionType,Distribution Type,,N,standard,PS3.6
0012,0085,,CS,1,ConsentForDistributionFlag,Consent for Distribution Flag,,N,standard,PS3.6
0012,0086,,DA,1,EthicsCommitteeApprovalEffectivenessStartDate,Ethics Committee Approval Effectiveness Start Date,,N,standard,PS3.6
0012,0087,,DA,1,EthicsCommitteeApprovalEffectivenessEndDate,Ethics Committee Approval Effectiveness End Date,,N,standard,PS3.6
0014,0023,,ST,1,CADFileFormat,CAD File Format,,Y,standard,PS3.6
0014,0024,,ST,1,ComponentReferenceSystem,Component Reference System,,Y,standard,PS3.6
0014,0025,,ST,1,ComponentManufacturingProcedure,Component Manufacturing Procedure,,N,standard,PS3.6
0014,0028,,ST,1,ComponentManufacturer,Component Manufacturer,,N,standard,PS3.6
0014,0030,,DS,1-n,MaterialThickness,Material Thickness,,N,standard,PS3.6
0014,0032,,DS,1-n,MaterialPipeDiameter,Material Pipe Diameter,,N,standard,PS3.6
0014,0034,,DS,1-n,MaterialIsolationDiameter,Material Isolation Diameter,,N,standard,PS3.6
0014,0042,,ST,1,MaterialGrade,Material Grade,,N,standard,PS3.6
0014,0044,,ST,1,MaterialPropertiesDescription,Material Properties Description,,N,standard,PS3.6
0014,0045,,ST,1,MaterialPropertiesFileFormatRetired,Material Properties File Format (Retired),,Y,standard,PS3.6
0014,0046,,LT,1,MaterialNotes,Material Notes,,N,standard,PS3.6
0014,0050,,CS,1,ComponentShape,Component Shape,,N,standard,PS3.6
0014,0052,,CS,1,CurvatureType,Curvature Type,,N,standard,PS3.6
0014,0054,,DS,1,OuterDiameter,Outer Diameter,,N,standard,PS3.6
0014,0056,,DS,1,InnerDiameter,Inner Diameter,,N,standard,PS3.6
0014,0100,,LO,1-n,ComponentWelderIDs,Component Welder IDs,,N,standard,PS3.6
0014,0101,,CS,1,SecondaryApprovalStatus,Secondary Approval Status,,N,standard,PS3.6
0014,0102,,DA,1,SecondaryReviewDate,Secondary Review Date,,N,standard,PS3.6
0014,0103,,TM,1,SecondaryReviewTime,Secondary Review Time,,N,standard,PS3.6
0014,0104,,PN,1,SecondaryReviewerName,Secondary Reviewer Name,,N,standard,PS3.6
0014,0105,,ST,1,RepairID,Repair ID,,N,standard,PS3.6
0014,0106,,SQ,1,MultipleComponentApprovalSequence,Multiple Component Approval Sequence,,N,standard,PS3.6
0014,0107,,CS,1-n,OtherApprovalStatus,Other Approval Status,,N,standard,PS3.6
0014,0108,,CS,1-n,OtherSecondaryApprovalStatus,Other Secondary Approval Status,,N,standard,PS3.6
0014,0200,,SQ,1,DataElementLabelSequence,Data Element Label Sequence,,N,standard,PS3.6
0014,0201,,SQ,1,DataElementLabelItemSequence,Data Element Label Item Sequence,,N,standard,PS3.6
0014,0202,,AT,1,DataElement,Data Element,,N,standard,PS3.6
0014,0203,,LO,1,DataElementName,Data Element Name,,N,standard,PS3.6
0014,0204,,LO,1,DataElementDescription,Data Element Description,,N,standard,PS3.6
0014,0205,,CS,1,DataElementConditionality,Data Element Conditionality,,N,standard,PS3.6
0014,0206,,IS,1,DataElementMinimumCharacters,Data Element Minimum Characters,,N,standard,PS3.6
0014,0207,,IS,1,DataElementMaximumCharacters,Data Element Maximum Characters,,N,standard,PS3.6
0014,1010,,ST,1,ActualEnvironmentalConditions,Actual Environmental Conditions,,N,standard,PS3.6
0014,1020,,DA,1,ExpiryDate,Expiry Date,,N,standard,PS3.6
0014,1040,,ST,1,EnvironmentalConditions,Environmental Conditions,,N,standard,PS3.6
0014,2002,,SQ,1,EvaluatorSequence,Evaluator Sequence,,N,standard,PS3.6
0014,2004,,IS,1,EvaluatorNumber,Evaluator Number,,N,standard,PS3.6
0014,2006,,PN,1,EvaluatorName,Evaluator Name,,N,standard,PS3.6
0014,2008,,IS,1,EvaluationAttempt,Evaluation Attempt,,N,standard,PS3.6
0014,2012,,SQ,1,IndicationSequence,Indication Sequence,,N,standard,PS3.6
0014,2014,,IS,1,IndicationNumber,Indication Number,,N,standard,PS3.6
0014,2016,,SH,1,IndicationLabel,Indication Label,,N,standard,PS3.6
0014,2018,,ST,1,IndicationDescription,Indication Description,,N,standard,PS3.6
0014,201A,,CS,1-n,IndicationType,Indication Type,,N,standard,PS3.6
0014,201C,,CS,1,IndicationDisposition,Indication Disposition,,N,standard,PS3.6
0014,201E,,SQ,1,IndicationROISequence,Indication ROI Sequence,,N,standard,PS3.6
0014,2030,,SQ,1,IndicationPhysicalPropertySequence,Indication Physical Property Sequence,,N,standard,PS3.6
0014,2032,,SH,1,PropertyLabel,Property Label,,N,standard,PS3.6
0014,2202,,IS,1,CoordinateSystemNumberOfAxes,Coordinate System Number of Axes,,N,standard,PS3.6
0014,2204,,SQ,1,CoordinateSystemAxesSequence,Coordinate System Axes Sequence,,N,standard,PS3.6
0014,2206,,ST,1,CoordinateSystemAxisDescription,Coordinate System Axis Description,,N,standard,PS3.6
0014,2208,,CS,1,CoordinateSystemDataSetMapping,Coordinate System Data Set Mapping,,N,standard,PS3.6
0014,220A,,IS,1,CoordinateSystemAxisNumber,Coordinate System Axis Number,,N,standard,PS3.6
0014,220C,,CS,1,CoordinateSystemAxisType,Coordinate System Axis Type,,N,standard,PS3.6
0014,220E,,CS,1,CoordinateSystemAxisUnits,Coordinate System Axis Units,,N,standard,PS3.6
0014,2210,,OB,1,CoordinateSystemAxisValues,Coordinate System Axis Values,,N,standard,PS3.6
